,label,text,spam,length,filtered_text
208,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,86,please give us connection today ltdecimalgt refund bill
209,ham,Both :) i shoot big loads so get ready!,0,39,shoot big loads get ready
210,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,73,whats bruv hope great break rewarding semester
211,ham,Home so we can always chat,0,26,home always chat
212,ham,K:)k:)good:)study well.,0,23,kkgoodstudy well
213,ham,Yup... How Ì_ noe leh...,0,24,yup ì noe leh
214,ham,Sounds great! Are you home now?,0,31,sounds great home
215,ham,Finally the match heading towards draw as your prediction.,0,58,finally match heading towards draw prediction
216,ham,Tired. I haven't slept well the past few nights.,0,48,tired havent slept well past nights
217,ham,Easy ah?sen got selected means its good..,0,41,easy ahsen got selected means good
218,ham,I have to take exam with march 3,0,32,take exam march 3
219,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,159,yeah think use gt atm register sure theres anyway help let know sure ready
220,ham,Ok no prob. Take ur time.,0,25,ok prob take ur time
221,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,161,os called ubandu run without installing hard diskyou use os copy important files system give repair shop
222,ham,"Sorry, I'll call later",0,22,sorry ill call later
223,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,119,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
224,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,143,500 new mobiles 2004 must go txt nokia 89545 collect todayfrom å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18
225,ham,Would really appreciate if you call me. Just need someone to talk to.,0,69,would really appreciate call need someone talk
226,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,137,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo followed ur star sign e g horo aries
227,ham,Hey company elama po mudyadhu.,0,30,hey company elama po mudyadhu
228,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,165,life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning
229,ham,Dear good morning now only i am up,0,34,dear good morning
230,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,109,get gandhipuram walk cross cut road right side ltgt street road turn first right
231,ham,Dear we are going to our rubber place,0,37,dear going rubber place
232,ham,"Sorry battery died, yeah I'm here",0,33,sorry battery died yeah im
233,ham,Yes:)here tv is always available in work place..,0,48,yeshere tv always available work place
234,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,157,text meet someone sexy today u find date even flirt u join 4 10p reply name age eg sam 25 18 msg recdthirtyeight pence
235,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,50,printed oh ltgt come upstairs
236,ham,Or ill be a little closer like at the bus stop on the same street,0,65,ill little closer like bus stop street
237,ham,Where are you?when wil you reach here?,0,38,youwhen wil reach
238,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
239,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,145,u 447801259231 secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094597
240,ham,Tomarrow final hearing on my laptop case so i cant.,0,51,tomarrow final hearing laptop case cant
241,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,45,pleassssssseeeeee tel v avent done sportsx
242,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,83,okay shining meant signing sounds better
243,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,although told u dat im baig face watches really like e watch u gave cos fr u thanx 4 everything dat uve done today im touched
244,ham,U don't remember that old commercial?,0,37,u dont remember old commercial
245,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0,78,late said website didnt dont slippers
246,ham,I asked you to call him now ok,0,30,asked call ok
247,ham,Kallis wont bat in 2nd innings.,0,31,kallis wont bat 2nd innings
248,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
249,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
250,ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,44,ranjith cal drpd deeraj deepak 5min hold
251,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
252,ham,What you doing?how are you?,0,27,doinghow
253,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,179,ups 3days also shipping company takes 2wks way usps takes week gets lag may bribe nipost get stuff
254,ham,"I'm back, lemme know when you're ready",0,38,im back lemme know youre ready
255,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,97,dont necessarily expect done get back though im headin
256,ham,Mmm so yummy babe ... Nice jolt to the suzy,0,43,mmm yummy babe nice jolt suzy
257,ham,Where are you lover ? I need you ...,0,36,lover need
258,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,154,tried contact reply offer video handset 750 anytime networks mins unlimited text camcorder reply call 08000930705
259,ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,0,74,iû÷m parked next mini coming today think
260,ham,Yup,0,3,yup
261,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,85,anyway im going shopping cos sis done yet dun disturb u liao
262,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,51,luton 0125698789 ring ur around h
263,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,121,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
264,ham,Why you Dint come with us.,0,26,dint come us
265,ham,Same. Wana plan a trip sometme then,0,35,wana plan trip sometme
266,ham,"Not sure yet, still trying to get a hold of him",0,47,sure yet still trying get hold
267,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,159,ur ringtone service changed 25 free credits go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
268,ham,The evo. I just had to download flash. Jealous?,0,47,evo download flash jealous
269,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1,133,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
270,ham,"Come to mu, we're sorting out our narcotics situation",0,53,come mu sorting narcotics situation
271,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,147,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
272,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,155,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 infowww100percentrealcom
273,ham,"Usf I guess, might as well take 1 car",0,37,usf guess might well take 1 car
274,ham,No objection. My bf not coming.,0,31,objection bf coming
275,ham,Thanx...,0,8,thanx
276,ham,Tell rob to mack his gf in the theater,0,38,tell rob mack gf theater
277,ham,"Awesome, I'll see you in a bit",0,30,awesome ill see bit
278,ham,Just sent it. So what type of food do you like?,0,47,sent type food like
279,ham,All done? All handed in? Celebrations in full swing yet?,0,56,done handed celebrations full swing yet
280,ham,You got called a tool?,0,22,got called tool
281,ham,\Wen u miss someone,0,19,wen u miss someone
282,ham,Ok. I asked for money how far,0,29,ok asked money far
283,ham,Okie...,0,7,okie
284,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,121,yeah think usual guys still passed last night get ahold anybody let know ill throw
285,ham,"K, I might come by tonight then if my class lets out early",0,58,k might come tonight class lets early
286,ham,Ok..,0,4,ok
287,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,148,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
288,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,160,life means lot love life love people life world calls friends call world ge
289,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,152,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
290,ham,Hey you told your name to gautham ah?,0,37,hey told name gautham ah
291,ham,Haf u found him? I feel so stupid da v cam was working.,0,55,haf u found feel stupid da v cam working
